# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec  4 21:31:33 2019
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_orbpererr1: Orbital Period Upper Unc. [days]
# COLUMN fpl_orbpererr2: Orbital Period Lower Unc. [days]
# COLUMN fpl_orbperlim:  Orbital Period [days] Limit Flag
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_smaxerr1:   Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN fpl_smaxerr2:   Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN fpl_smaxlim:    Orbit Semi-Major Axis [AU] Limit Flag
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_eccenerr1:  Eccentricity Upper Unc.
# COLUMN fpl_eccenerr2:  Eccentricity Lower Unc.
# COLUMN fpl_eccenlim:   Eccentricity Limit Flag
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmasseerr1: Planet Mass or M*sin(i) Upper Unc. [Earth mass]
# COLUMN fpl_bmasseerr2: Planet Mass or M*sin(i) Lower Unc. [Earth mass]
# COLUMN fpl_bmasselim:  Planet Mass or M*sin(i) [Earth mass] Limit Flag
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_radeerr1:   Planet Radius Upper Unc. [Earth radii]
# COLUMN fpl_radeerr2:   Planet Radius Lower Unc. [Earth radii]
# COLUMN fpl_radelim:    Planet Radius [Earth radii] Limit Flag
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_denserr1:   Planet Density Upper Unc. [g/cm**3]
# COLUMN fpl_denserr2:   Planet Density Lower Unc. [g/cm**3]
# COLUMN fpl_denslim:    Planet Density [g/cm**3] Limit Flag
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_eqterr1:    Equilibrium Temperature Upper Unc. [K]
# COLUMN fpl_eqterr2:    Equilibrium Temperature Lower Unc. [K]
# COLUMN fpl_eqtlim:     Equilibrium Temperature [K] Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_disterr1:   Distance Upper Unc. [pc]
# COLUMN fst_disterr2:   Distance Lower Unc. [pc]
# COLUMN fst_distlim:    Distance [pc] Limit Flag
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagerr:  Optical Magnitude Unc. [mag]
# COLUMN fst_optmaglim:  Optical Magnitude [mag] Limit Flag
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagerr:  Near-IR Magnitude Unc. [mag]
# COLUMN fst_nirmaglim:  Near-IR Magnitude [mag] Limit Flag
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_tefferr1:   Effective Temperature Upper Unc. [K]
# COLUMN fst_tefferr2:   Effective Temperature Lower Unc. [K]
# COLUMN fst_tefflim:    Effective Temperature [K] Limit Flag
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_loggerr1:   Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN fst_loggerr2:   Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN fst_logglim:    Stellar Surface Gravity [log10(cm/s**2)] Limit Flag
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_lumerr1:    Stellar Luminosity Upper Unc. [log10(Solar luminosity)]
# COLUMN fst_lumerr2:    Stellar Luminosity Lower Unc. [log10(Solar luminosity)]
# COLUMN fst_lumlim:     Stellar Luminosity [log10(Solar luminosity)] Limit Flag
# COLUMN fst_lumreflink: Stellar Luminosity Reference
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_masserr1:   Stellar Mass Upper Unc. [Solar mass]
# COLUMN fst_masserr2:   Stellar Mass Lower Unc. [Solar mass]
# COLUMN fst_masslim:    Stellar Mass [Solar mass] Limit Flag
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_raderr1:    Stellar Radius Upper Unc. [Solar radii]
# COLUMN fst_raderr2:    Stellar Radius Lower Unc. [Solar radii]
# COLUMN fst_radlim:     Stellar Radius [Solar radii] Limit Flag
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_meterr1:    Stellar Metallicity Upper Unc. [dex]
# COLUMN fst_meterr2:    Stellar Metallicity Lower Unc. [dex]
# COLUMN fst_metlim:     Stellar Metallicity [dex] Limit Flag
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
# COLUMN fst_ageerr1:    Stellar Age Upper Unc. [Gyr]
# COLUMN fst_ageerr2:    Stellar Age Lower Unc. [Gyr]
# COLUMN fst_agelim:     Stellar Age [Gyr] Limit Flag
#
fpl_hostname,fpl_name,fpl_discmethod,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_lumreflink,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-87,Kepler-87 c,Transit,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,0.039000,0.012000,-0.012000,0,6.40000,0.80000,-0.80000,0,Mass,6.140,0.290,-0.290,0,0.15200,0.01900,-0.01900,0,403,4,-4,0,19h51m40.05s,297.916877,+46d57m54.5s,46.965130,1277.88,28.80,-28.80,0,14.587,,0,G (Gaia),12.981,0.024,0,Ks (2MASS),,5600.00,50.00,-50.00,0,3.96,0.02,-0.02,0,0.267,0.027,-0.029,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.10,0.05,-0.05,0,1.82,0.04,-0.04,0,-0.170,0.030,-0.030,0,[Fe/H],7.500,0.500,-0.500,0
Kepler-870,Kepler-870 b,Transit,21.35876210,0.00011840,-0.00011840,0,,,,,,,,,8.15000,,,0,M-R relationship,2.780,0.510,-0.290,0,2.08000,,,0,,,,,19h41m36.61s,295.402544,+50d28m43.1s,50.478634,1231.00,225.57,-132.72,0,15.222,,0,G (Gaia),13.738,0.051,0,Ks (2MASS),,5857.00,139.18,-150.97,0,4.43,0.07,-0.14,0,0.020,0.036,-0.040,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.01,0.07,-0.06,0,1.02,0.18,-0.10,0,-0.010,0.136,-0.167,0,[Fe/H],3.800,2.970,-2.070,0
Kepler-871,Kepler-871 b,Transit,22.04590180,0.00010720,-0.00010720,0,,,,,,,,,13.50000,,,0,M-R relationship,3.740,1.080,-0.550,0,1.42000,,,0,,,,,19h38m06.51s,294.527110,+43d22m05.4s,43.368160,1695.00,452.96,-199.26,0,15.642,,0,G (Gaia),14.167,0.063,0,Ks (2MASS),,5993.00,107.01,-146.49,0,4.37,0.08,-0.18,0,0.269,0.067,-0.080,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.11,0.09,-0.07,0,1.14,0.31,-0.13,0,0.090,0.149,-0.150,0,[Fe/H],3.470,1.590,-1.740,0
Kepler-872,Kepler-872 b,Transit,2.57885507,0.00000517,-0.00000517,0,,,,,,,,,4.62000,,,0,M-R relationship,1.990,0.500,-0.230,0,3.22000,,,0,,,,,19h41m40.19s,295.417461,+43d36m20.3s,43.605640,1114.00,275.54,-139.05,0,15.071,,0,G (Gaia),13.389,0.033,0,Ks (2MASS),,5902.00,123.56,-185.00,0,4.40,0.09,-0.18,0,-0.228,0.027,-0.029,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.05,0.06,-0.08,0,1.08,0.27,-0.13,0,0.040,0.130,-0.163,0,[Fe/H],4.170,2.670,-2.310,0
Kepler-873,Kepler-873 b,Transit,20.55338440,0.00007327,-0.00007327,0,,,,,,,,,13.50000,,,0,M-R relationship,3.750,1.640,-0.550,0,1.41000,,,0,,,,,19h45m36.77s,296.403212,+51d16m16.8s,51.271339,1397.00,576.67,-203.77,0,14.795,,0,G (Gaia),13.439,0.039,0,Ks (2MASS),,6163.00,97.06,-135.88,0,4.29,0.11,-0.24,0,0.126,0.031,-0.033,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.18,0.17,-0.09,0,1.27,0.53,-0.18,0,0.070,0.143,-0.139,0,[Fe/H],2.950,0.957,-1.210,0
Kepler-874,Kepler-874 b,Transit,40.06867270,0.00010130,-0.00010130,0,,,,,,,,,14.70000,,,0,M-R relationship,3.940,1.070,-0.590,0,1.32000,,,0,,,,,19h39m49.65s,294.956860,+43d00m51.6s,43.014328,1072.00,291.27,-159.64,0,14.694,,0,G (Gaia),13.140,0.033,0,Ks (2MASS),,6020.00,155.87,-210.62,0,4.37,0.10,-0.18,0,0.102,0.027,-0.029,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.09,0.12,-0.09,0,1.13,0.31,-0.15,0,0.030,0.140,-0.170,0,[Fe/H],3.310,1.960,-1.590,0
Kepler-875,Kepler-875 b,Transit,27.50737990,0.00015360,-0.00015360,0,,,,,,,,,8.75000,,,0,M-R relationship,2.900,1.020,-0.450,0,1.97000,,,0,,,,,19h49m12.31s,297.301300,+43d08m30.8s,43.141888,1244.00,349.60,-192.97,0,15.210,,0,G (Gaia),13.556,0.037,0,Ks (2MASS),,5958.00,259.15,-255.76,0,4.38,0.11,-0.18,0,0.025,0.042,-0.047,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.13,-0.09,0,1.11,0.30,-0.16,0,0.030,0.129,-0.159,0,[Fe/H],3.390,2.810,-1.610,0
Kepler-876,Kepler-876 b,Transit,5.14438011,0.00002466,-0.00002466,0,,,,,,,,,2.63000,,,0,M-R relationship,1.430,0.100,-0.090,0,4.94000,,,0,,,,,18h53m54.77s,283.478199,+43d23m01.6s,43.383781,735.00,36.62,-39.85,0,15.330,,0,G (Gaia),13.354,0.042,0,Ks (2MASS),,5060.00,63.15,-63.75,0,4.58,0.03,-0.05,0,-0.358,0.027,-0.028,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.81,0.04,-0.04,0,0.77,0.03,-0.04,0,-0.030,0.144,-0.171,0,[Fe/H],5.250,5.820,-3.220,0
Kepler-877,Kepler-877 b,Transit,18.45847097,0.00004779,-0.00004779,0,,,,,,,,,5.14000,,,0,M-R relationship,2.120,0.140,-0.270,0,2.96000,,,0,,,,,19h19m26.19s,289.859129,+46d31m21.6s,46.522667,572.00,38.11,-36.45,0,14.523,,0,G (Gaia),12.653,0.025,0,Ks (2MASS),,5261.00,66.39,-67.02,0,4.56,0.03,-0.07,0,-0.343,,,0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,-0.060,0.157,-0.167,0,[Fe/H],4.570,6.270,-2.870,0
Kepler-878,Kepler-878 b,Transit,25.94220330,0.00010290,-0.00010290,0,,,,,,,,,4.38000,,,0,M-R relationship,1.930,0.120,-0.100,0,3.35000,,,0,,,,,19h01m11.09s,285.296197,+46d36m12.4s,46.603439,567.00,28.37,-30.37,0,14.790,,0,G (Gaia),12.788,0.033,0,Ks (2MASS),,5044.00,49.53,-47.72,0,4.58,0.03,-0.05,0,-0.183,0.041,-0.045,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.81,0.04,-0.04,0,0.77,0.04,-0.04,0,-0.030,0.152,-0.167,0,[Fe/H],4.570,5.900,-2.760,0
Kepler-879,Kepler-879 b,Transit,33.38559380,0.00014200,-0.00014200,0,,,,,,,,,7.13000,,,0,M-R relationship,2.570,0.660,-0.280,0,2.31000,,,0,,,,,19h43m13.58s,295.806573,+50d54m35.3s,50.909798,772.00,162.65,-75.25,0,14.238,,0,G (Gaia),12.681,0.024,0,Ks (2MASS),,5792.00,96.05,-120.23,0,4.42,0.08,-0.16,0,0.018,0.017,-0.017,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.02,0.06,-0.06,0,1.02,0.22,-0.10,0,0.050,0.149,-0.155,0,[Fe/H],4.270,3.250,-2.490,0
Kepler-880,Kepler-880 b,Transit,7.71468975,0.00001918,-0.00001918,0,,,,,,,,,7.56000,,,0,M-R relationship,2.660,1.050,-0.440,0,2.21000,,,0,,,,,18h47m53.10s,281.971245,+43d40m22.0s,43.672771,673.00,265.15,-109.06,0,11.964,,0,G (Gaia),11.039,0.021,0,Ks (2MASS),,6761.00,98.88,-97.72,0,4.12,0.12,-0.22,0,0.651,0.010,-0.011,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.46,0.23,-0.13,0,1.74,0.69,-0.29,0,0.030,0.123,-0.176,0,[Fe/H],1.660,0.400,-0.310,0
Kepler-881,Kepler-881 b,Transit,4.44448017,0.00002530,-0.00002530,0,,,,,,,,,3.82000,,,0,M-R relationship,1.780,0.430,-0.320,0,3.72000,,,0,,,,,19h15m58.22s,288.992588,+46d40m14.7s,46.670753,1364.00,327.93,-149.53,0,15.177,,0,G (Gaia),13.714,0.043,0,Ks (2MASS),,5961.00,102.59,-115.91,0,4.39,0.08,-0.17,0,0.113,0.039,-0.043,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.08,-0.07,0,1.09,0.26,-0.11,0,0.000,0.149,-0.181,0,[Fe/H],3.800,2.110,-2.010,0
Kepler-882,Kepler-882 b,Transit,3.98953967,0.00000976,-0.00000976,0,,,,,,,,,2.04000,,,0,M-R relationship,1.230,0.150,-0.090,0,6.02000,,,0,,,,,19h38m35.97s,294.649885,+43d20m08.1s,43.335587,525.00,60.76,-42.07,0,14.077,,0,G (Gaia),12.268,0.019,0,Ks (2MASS),,5476.00,141.55,-156.54,0,4.52,0.05,-0.10,0,-0.306,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.90,0.05,-0.05,0,0.87,0.10,-0.06,0,-0.030,0.140,-0.165,0,[Fe/H],4.570,5.480,-2.880,0
Kepler-883,Kepler-883 b,Transit,12.98495573,0.00003436,-0.00003436,0,,,,,,,,,3.82000,,,0,M-R relationship,1.780,0.170,-0.130,0,3.72000,,,0,,,,,19h05m44.08s,286.433673,+50d18m01.2s,50.300327,549.00,49.82,-39.23,0,13.007,,0,G (Gaia),11.752,0.025,0,Ks (2MASS),,6116.00,64.67,-61.19,0,4.40,0.05,-0.07,0,0.273,0.012,-0.012,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.05,-0.05,0,1.09,0.10,-0.08,0,-0.130,0.105,-0.110,0,[Fe/H],3.020,1.570,-1.360,0
Kepler-884,Kepler-884 b,Transit,5.69919514,0.00001359,-0.00001359,0,,,,,,,,,2.04000,,,0,M-R relationship,1.230,0.050,-0.050,0,6.02000,,,0,,,,,19h30m20.27s,292.584443,+49d55m23.4s,49.923161,420.00,15.95,-14.26,0,13.047,,0,G (Gaia),11.547,0.018,0,Ks (2MASS),,5715.00,62.90,-52.56,0,4.49,0.02,-0.03,0,-0.313,0.059,-0.068,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.00,0.03,-0.03,0,0.94,0.03,-0.03,0,0.050,0.088,-0.088,0,[Fe/H],2.450,1.660,-0.934,0
Kepler-885,Kepler-885 b,Transit,18.11472949,0.00005308,-0.00005308,0,,,,,,,,,6.80000,,,0,M-R relationship,2.500,0.400,-0.390,0,2.39000,,,0,,,,,19h14m38.77s,288.661559,+49d44m13.9s,49.737206,632.00,100.88,-67.37,0,12.788,,0,G (Gaia),11.535,0.021,0,Ks (2MASS),,6187.00,71.23,-58.44,0,4.26,0.09,-0.11,0,0.395,0.011,-0.011,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.21,0.07,-0.05,0,1.35,0.21,-0.14,0,0.110,0.083,-0.080,0,[Fe/H],3.160,0.620,-1.100,0
Kepler-886,Kepler-886 b,Transit,6.24146367,0.00002154,-0.00002154,0,,,,,,,,,2.92000,,,0,M-R relationship,1.520,0.420,-0.190,0,4.57000,,,0,,,,,19h05m05.22s,286.271745,+43d35m42.8s,43.595234,857.00,227.98,-111.91,0,13.894,,0,G (Gaia),12.565,0.022,0,Ks (2MASS),,6098.00,97.10,-117.80,0,4.35,0.10,-0.18,0,0.033,0.013,-0.014,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.10,0.10,-0.08,0,1.16,0.32,-0.14,0,-0.010,0.127,-0.191,0,[Fe/H],3.390,1.570,-1.600,0
Kepler-887,Kepler-887 b,Transit,20.42228798,0.00009225,-0.00009225,0,,,,,,,,,4.04000,,,0,M-R relationship,1.840,0.270,-0.170,0,3.56000,,,0,,,,,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831.00,118.63,-74.76,0,13.450,,0,G (Gaia),12.241,0.023,0,Ks (2MASS),,6194.00,62.11,-49.68,0,4.29,0.08,-0.10,0,0.402,0.018,-0.019,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.19,0.05,-0.04,0,1.29,0.19,-0.12,0,0.080,0.079,-0.077,0,[Fe/H],3.090,0.650,-1.210,0
Kepler-887,Kepler-887 c,Transit,7.63846023,0.00004957,-0.00004957,0,,,,,,,,,1.51000,,,0,M-R relationship,1.130,0.170,-0.110,0,5.75000,,,0,,,,,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831.00,118.63,-74.76,0,13.450,,0,G (Gaia),12.241,0.023,0,Ks (2MASS),,6194.00,62.11,-49.68,0,4.29,0.08,-0.10,0,0.402,0.018,-0.019,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.19,0.05,-0.04,0,1.29,0.19,-0.12,0,0.080,0.079,-0.077,0,[Fe/H],3.090,0.650,-1.210,0
Kepler-888,Kepler-888 b,Transit,70.69790610,0.00030860,-0.00030860,0,,,,,,,,,3.75000,,,0,M-R relationship,1.760,0.080,-0.060,0,3.78000,,,0,,,,,19h42m05.09s,295.521206,+49d44m19.1s,49.738632,413.00,14.13,-13.30,0,12.981,,0,G (Gaia),11.594,0.019,0,Ks (2MASS),,5875.00,66.36,-56.70,0,4.52,0.01,-0.01,0,-0.066,0.008,-0.008,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.97,0.03,-0.03,0,0.90,0.03,-0.03,0,-0.210,0.096,-0.098,0,[Fe/H],1.480,0.644,-0.300,0
Kepler-889,Kepler-889 b,Transit,3.74443900,0.00001366,-0.00001366,0,,,,,,,,,1.32000,,,0,M-R relationship,1.090,0.190,-0.130,0,5.60000,,,0,,,,,19h25m52.16s,291.467319,+50d45m34.2s,50.759489,513.00,90.07,-58.09,0,12.680,,0,G (Gaia),11.327,0.018,0,Ks (2MASS),,5961.00,75.23,-59.95,0,4.30,0.10,-0.12,0,0.367,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.14,0.07,-0.05,0,1.25,0.22,-0.14,0,0.190,0.080,-0.084,0,[Fe/H],3.980,1.140,-1.700,0
Kepler-890,Kepler-890 b,Transit,52.75875577,0.00003345,-0.00003345,0,,,,,,,,,58.60000,,,0,M-R relationship,8.890,2.860,-1.060,0,0.45800,,,0,,,,,19h13m44.58s,288.435745,+43d45m48.6s,43.763496,1387.00,439.65,-168.91,0,15.136,,0,G (Gaia),13.665,0.036,0,Ks (2MASS),,5954.00,84.71,-101.27,0,4.37,0.10,-0.21,0,0.333,0.044,-0.049,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.09,0.10,-0.07,0,1.13,0.36,-0.14,0,0.090,0.152,-0.166,0,[Fe/H],3.630,1.880,-1.880,0
Kepler-891,Kepler-891 b,Transit,53.44945593,0.00006578,-0.00006578,0,,,,,,,,,33.60000,,,0,M-R relationship,6.410,1.460,-0.600,0,0.70100,,,0,,,,,19h24m20.11s,291.083797,+40d21m18.9s,40.355255,1372.00,313.53,-135.01,0,15.273,,0,G (Gaia),13.850,0.046,0,Ks (2MASS),,5887.00,115.84,-117.44,0,4.41,0.07,-0.16,0,0.576,0.074,-0.089,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.08,-0.06,0,1.07,0.24,-0.10,0,0.090,0.145,-0.148,0,[Fe/H],3.550,2.450,-1.930,0
Kepler-892,Kepler-892 b,Transit,13.75210720,0.00003106,-0.00003106,0,,,,,,,,,8.30000,,,0,M-R relationship,2.810,0.370,-0.270,0,2.06000,,,0,,,,,18h52m31.11s,283.129641,+43d53m17.7s,43.888241,640.00,25.07,-34.99,0,15.590,,0,G (Gaia),13.335,0.044,0,Ks (2MASS),,4747.00,47.29,-45.63,0,4.61,0.02,-0.03,0,-0.795,0.020,-0.021,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.75,0.03,-0.04,0,0.72,0.02,-0.04,0,-0.040,0.142,-0.163,0,[Fe/H],5.010,5.800,-3.030,0
Kepler-893,Kepler-893 b,Transit,6.33855761,0.00001361,-0.00001361,0,,,,,,,,,9.43000,,,0,M-R relationship,3.030,0.520,-0.370,0,1.86000,,,0,,,,,18h59m51.13s,284.963031,+43d54m46.8s,43.913006,1216.00,199.77,-104.85,0,15.174,,0,G (Gaia),13.744,0.052,0,Ks (2MASS),,5820.00,98.79,-75.60,0,4.45,0.06,-0.13,0,0.061,0.031,-0.033,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.00,0.05,-0.06,0,0.99,0.16,-0.08,0,-0.030,0.134,-0.183,0,[Fe/H],3.800,3.260,-2.120,0
Kepler-894,Kepler-894 b,Transit,9.80322400,0.00003027,-0.00003027,0,,,,,,,,,8.15000,,,0,M-R relationship,2.780,0.300,-0.340,0,2.08000,,,0,,,,,19h14m56.18s,288.734088,+46d56m21.8s,46.939396,1090.00,123.63,-108.79,0,15.406,,0,G (Gaia),13.840,0.045,0,Ks (2MASS),,5603.00,83.94,-60.71,0,4.53,0.05,-0.10,0,-0.132,0.034,-0.037,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.87,0.06,-0.07,0,0.85,0.09,-0.08,0,-0.250,0.185,-0.202,0,[Fe/H],4.270,5.530,-2.640,0
Kepler-895,Kepler-895 b,Transit,2.80624233,0.00000817,-0.00000817,0,,,,,,,,,2.99000,,,0,M-R relationship,1.540,0.090,-0.070,0,4.50000,,,0,,,,,19h17m09.76s,289.290653,+51d24m32.0s,51.408891,516.00,25.27,-23.29,0,15.980,,0,G (Gaia),13.387,0.039,0,Ks (2MASS),,4315.00,42.14,-38.65,0,4.67,0.02,-0.01,0,-0.905,0.019,-0.020,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.65,0.03,-0.03,0,0.61,0.02,-0.02,0,-0.160,0.097,-0.112,0,[Fe/H],2.630,3.310,-1.170,0
Kepler-896,Kepler-896 b,Transit,144.54739600,0.00227400,-0.00227400,0,,,,,,,,,6.94000,,,0,M-R relationship,2.530,0.180,-0.190,0,2.35000,,,0,,,,,18h49m45.40s,282.439182,+43d44m04.1s,43.734486,896.00,59.85,-65.23,0,15.431,,0,G (Gaia),13.659,0.039,0,Ks (2MASS),,5262.00,56.73,-52.21,0,4.56,0.04,-0.07,0,0.534,0.077,-0.094,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.84,0.04,-0.05,0,0.81,0.05,-0.06,0,-0.100,0.148,-0.168,0,[Fe/H],5.010,6.230,-3.240,0
Kepler-897,Kepler-897 b,Transit,8.04726420,0.00002943,-0.00002943,0,,,,,,,,,6.30000,,,0,M-R relationship,2.390,0.660,-0.250,0,2.54000,,,0,,,,,19h22m20.84s,290.586837,+51d41m45.0s,51.695820,1147.00,311.52,-127.69,0,15.079,,0,G (Gaia),13.466,0.044,0,Ks (2MASS),,5839.00,103.48,-143.96,0,4.41,0.08,-0.19,0,0.259,0.039,-0.043,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.06,-0.07,0,1.04,0.29,-0.11,0,0.040,0.142,-0.156,0,[Fe/H],4.370,2.960,-2.520,0
